licence_id,licence_cohort_id,text
151329,136647,"Licence granted for armed forces end use."
151330,136648,"Licence granted for civilian / commercial end use."
151331,136649,"Licence granted for civilian / commercial end use."
151332,136650,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
151334,136652,"Licence granted for civilian / commercial end use."
151335,136653,"Licence granted for explosive detection / disposal purposes. Civilian / commercial end use."
151339,136656,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
151341,136658,"Licence granted for civilian / commercial end use."
151345,136662,"Licence granted for government end use."
151349,136666,"Licence granted for academic end users."
151356,136673,"Licence granted for anti-piracy operations. Civilian / commercial end use."
151357,136674,"Licence granted for civilian / commercial end use."
151358,136675,"Licence granted for civilian / commercial end use."
151370,136684,"Licence granted for civilian / commercial end use."
151371,136685,"Licence granted for goods which will be returned to the UK. Civilian / commercial end use."
151372,136686,"Licence granted for academic end users."
151373,136687,"Licence granted for civilian / commercial end use."
151380,136694,"Licence granted for civilian / commercial end use."
151382,136696,"Licence granted for civilian / commercial end use."
151383,136697,"Licence granted for civilian / commercial end use."
151390,136703,"Licence granted for explosive detection / disposal purposes. Government end use."
151393,136706,"Licence granted for civilian / commercial end use."
151394,136707,"Licence granted for demonstration to potential customers."
151399,136711,"Licence granted for end use by the Air Force."
151401,136713,"Licence granted for anti-piracy operations. Civilian / commercial end use."
151411,136721,"Licence granted for armed forces end use."
151412,136722,"Licence granted for academic end users."
151413,136723,"Licence granted for civilian / commercial end use."
151422,136732,"Licence granted for civilian / commercial end use."
151423,136733,"Licence granted for civilian / commercial end use."
151424,136734,"Licence granted for civilian / commercial end use."
151426,136736,"Licence granted for explosive detection / disposal purposes. Government end use."
151430,136740,"Licence granted for civilian / commercial end use."
151432,136742,"Licence granted for armed forces end use."
151436,136744,"Licence granted for civilian / commercial end use."
151437,136745,"Licence granted for civilian / commercial end use."
151438,136746,"Licence granted for civilian / commercial end use."
151444,136750,"Licence granted for end use by a international organisation."
151450,136756,"Licence granted for civilian / commercial end use."
151453,136759,"Licence granted for civilian / commercial end use."
151454,136760,"Licence granted for government end use."
151455,136761,"Licence granted for academic end users."
151459,136765,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
151460,136766,"Licence granted for humanitarian end use."
151461,136767,"Licence granted for sporting / hunting purposes. Personal end use."
151470,136776,"Licence granted for civilian / commercial end use."
151471,136777,"Licence granted for civilian / commercial end use."
151481,136785,"Licence granted for civilian / commercial end use."
151482,136786,"Licence granted for civilian / commercial end use."
151483,136787,"Licence granted for civilian / commercial end use."
151490,136793,"Licence granted for civilian / commercial end use."
151491,136794,"Licence granted for civilian / commercial end use."
151491,136794,"Licence granted for end use by the Air Force."
151492,136795,"Licence granted for civilian / commercial end use."
151495,136798,"Licence granted for civilian / commercial end use."
151496,136799,"Licence granted for End use by the Navy."
151511,136814,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
151519,136822,"Licence granted for End use by the Navy."
151520,136823,"Licence granted for civilian / commercial end use."
151527,136829,"Licence granted for academic research purposes. Academic end users."
151528,136830,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
151528,136830,"Licence granted for civilian / commercial end use."
151535,136837,"Licence granted for civilian / commercial end use."
151538,136838,"Licence granted for civilian / commercial end use."
151539,136838,"Licence granted for civilian / commercial end use."
151541,136840,"Licence granted for civilian / commercial end use."
151542,136841,"Licence granted for government end use."
151548,136847,"Licence granted for academic end users."
151551,136850,"Licence granted for civilian / commercial end use."
151552,136851,"Licence granted for end use by the Air Force."
151556,136855,"Licence granted for government end use."
151563,136862,"Licence granted for government end use."
151569,136867,"Licence granted for testing and evaluation purposes. Civilian / commercial end use."
151570,136868,"Licence granted for civilian / commercial end use."
151571,136869,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
151572,136870,"Licence granted for civilian / commercial end use."
151573,136871,"Licence granted for academic research purposes. Academic end users."
151574,136871,"Licence granted for academic research purposes. Academic end users."
151575,136872,"Licence granted for academic end users."
151575,136872,"Licence granted for civilian / commercial end use."
151576,136873,"Licence granted for academic end users."
151576,136873,"Licence granted for civilian / commercial end use."
151577,136873,"Licence granted for civilian / commercial end use."
151578,136874,"Licence granted for government end use."
151588,136883,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
151589,136884,"Licence granted for armed forces end use."
151590,136885,"Licence granted for End use by the Navy."
151590,136885,"Licence granted for civilian / commercial end use."
151591,136886,"Licence granted for civilian / commercial end use."
151592,136886,"Licence granted for civilian / commercial end use."
151593,136886,"Licence granted for civilian / commercial end use."
151595,136888,"Licence granted for end use by a law enforcement agency."
151596,136889,"Licence granted for academic end users."
151597,136890,"Licence granted for civilian / commercial end use."
151598,136891,"Licence granted for armed forces end use."
151605,136898,"Licence granted for sporting / hunting purposes. Personal end use."
151607,136900,"Licence granted for accessories / spare parts. Law enforcement agency end use."
151608,136901,"Licence granted for testing and evaluation purposes. Armed forces end use."
151610,136903,"Licence granted for civilian / commercial end use."
151610,136903,"Licence granted for government end use."
151613,136906,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
151614,136906,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
151620,136911,"Licence granted for civilian / commercial end use."
151629,136917,"Licence granted for civilian / commercial end use."
151630,136918,"Licence granted for civilian / commercial end use."
151631,136918,"Licence granted for civilian / commercial end use."
151632,136919,"Licence granted for civilian / commercial end use."
151643,136928,"Licence granted for end use by a law enforcement agency."
151643,136928,"Licence granted for government end use."
151645,136930,"Licence granted for civilian / commercial end use."
151646,136931,"Licence granted for civilian / commercial end use."
151648,136933,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
151649,136934,"Licence granted for civilian / commercial end use."
151650,136935,"Licence granted for end use by the Air Force."
151660,136945,"Licence granted for civilian / commercial end use."
151661,136946,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
151664,136949,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
151671,136954,"Licence granted for civilian / commercial end use."
151676,136958,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
151677,136959,"Licence granted for testing and evaluation purposes. Armed forces end use."
151679,136961,"Licence granted for civilian / commercial end use."
151688,136967,"Licence granted for accessories / spare parts. Diplomatic missions."
151695,136973,"Licence granted for testing and evaluation purposes. Armed forces end use."
151700,136978,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
151701,136979,"Licence granted for civilian / commercial end use."
151710,136988,"Licence granted for civilian / commercial end use."
151710,136988,"Licence granted for government end use."
151716,136994,"Licence granted for End use by the Navy."
151717,136994,"Licence granted for armed forces end use."
151733,137010,"Licence granted for end use by the Air Force."
151737,137014,"Licence granted for civilian / commercial end use."
151749,137025,"Licence granted for civilian / commercial end use."
151751,137027,"Licence granted for armed forces end use."
151752,137028,"Licence granted for government end use."
151753,137029,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
151765,137038,"Licence granted for sporting / hunting purposes. Personal end use."
151771,137044,"Licence granted for civilian / commercial end use."
151778,137051,"Licence granted for civilian / commercial end use."
151778,137051,"Licence granted for government end use."
151789,137062,"Licence granted for training purposes. Government end use."
151791,137064,"Licence granted for End use by the Navy."
151793,137066,"Licence granted for training purposes. Government end use."
151796,137069,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
151799,137072,"Licence granted for End use by the Navy."
151804,137077,"Licence granted for civilian / commercial end use."
151805,137078,"Licence granted for government end use."
151809,137082,"Licence granted for anti-piracy operations. Civilian / commercial end use."
151810,137082,"Licence granted for anti-piracy operations. Civilian / commercial end use."
151811,137082,"Licence granted for anti-piracy operations. Civilian / commercial end use."
151813,137084,"Licence granted for anti-piracy operations. Civilian / commercial end use."
151817,137088,"Licence granted for demonstration to potential customers. Law enforcement agency end use."
151820,137091,"Licence granted for civilian / commercial end use."
151821,137091,"Licence granted for civilian / commercial end use."
151822,137092,"Licence granted for civilian / commercial end use."
151823,137092,"Licence granted for civilian / commercial end use."
151824,137092,"Licence granted for civilian / commercial end use."
151825,137092,"Licence granted for civilian / commercial end use."
151830,137096,"Licence granted for End use by the Navy."
151831,137096,"Licence granted for End use by the Navy."
151832,137097,"Licence granted for civilian / commercial end use."
151832,137097,"Licence granted for end use by the Air Force."
151833,137098,"Licence granted for civilian / commercial end use."
151834,137099,"Licence granted for civilian / commercial end use."
151839,137103,"Licence granted for end use by a international organisation."
151840,137104,"Licence granted for demonstration to potential customers. Law enforcement agency end use."
151847,137111,"Licence granted for demonstration to potential customers. Law enforcement agency end use."
151848,137112,"Licence granted for End use by the Navy."
151849,137113,"Licence granted for demonstration to potential customers. Law enforcement agency end use."
151850,137114,"Licence granted for civilian / commercial end use."
151850,137114,"Licence granted for government end use."
151860,137122,"Licence granted for testing and evaluation purposes. Law enforcement agency end use."
151861,137123,"Licence granted for testing and evaluation purposes. Civilian / commercial end use."
151862,137123,"Licence granted for demonstration to potential customers. Law enforcement agency end use."
151862,137123,"Licence granted for testing and evaluation purposes. Civilian / commercial end use."
151870,137131,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
151872,137132,"Licence granted for civilian / commercial end use."
151873,137133,"Licence granted for academic research purposes. Academic end users."
151874,137134,"Components for incorporation into a civilian aircraft. The re-export of the civil aircraft will be consistent with the Criteria, including embargo restrictions"
151876,137136,"Licence granted for academic end users."
151877,137137,"Licence granted for end use by the Air Force."
151878,137138,"Licence granted for End use by the Navy."
151879,137139,"Licence granted for civilian / commercial end use."
151887,137147,"Licence granted for sporting / hunting purposes. Personal end use."
151888,137148,"Licence granted for end use by the Air Force."
151889,137148,"Licence granted for government end use."
151890,137149,"Licence granted for civilian / commercial end use."
151892,137151,"Licence granted for armed forces end use."
151897,137156,"Licence granted for civilian / commercial end use."
151906,137164,"Licence granted for testing and evaluation purposes. Civilian / commercial end use."
151909,137167,"Licence granted for end use by the Air Force."
151911,137169,"Licence granted for civilian / commercial end use."
151912,137170,"Licence granted for civilian / commercial end use."
151917,137175,"Licence granted for End use by the Navy."
151918,137175,"Licence granted for civilian / commercial end use."
151919,137176,"Licence granted for End use by the Navy."
151921,137178,"Licence granted for civilian / commercial end use."
151940,137191,"Licence granted for end use by the Air Force."
151953,137201,"Licence granted for civilian / commercial end use."
151958,137206,"Licence granted for End use by the Navy."
151960,137208,"Licence granted for civilian / commercial end use."
151961,137209,"Licence granted for government end use."
151970,137216,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
151971,137217,"Licence granted for civilian / commercial end use."
151975,137221,"Licence granted for explosive detection / disposal purposes. Armed forces end use."
151976,137222,"Licence granted for humanitarian end use."
151982,137228,"Licence granted for academic research purposes. Academic end users."
151989,137233,"Licence granted for civilian / commercial end use."
151997,137240,"Licence granted for end use by a law enforcement agency."
151998,137241,"Licence granted for civilian / commercial end use."
151999,137242,"Licence granted for civilian / commercial end use."
152000,137242,"Licence granted for End use by the Navy."
152001,137243,"Licence granted for End use by the Navy."
152006,137248,"Licence granted for End use by the Navy."
152007,137249,"Licence granted for civilian / commercial end use."
152008,137250,"Licence granted for civilian / commercial end use."
152009,137251,"Licence granted for End use by the Navy."
152023,137262,"Licence granted for government end use."
152036,137273,"Licence granted for civilian / commercial end use."
152039,137275,"Licence granted for civilian / commercial end use."
152045,137280,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152046,137281,"Licence granted for civilian / commercial end use."
152049,137283,"Licence granted for civilian / commercial end use."
152050,137284,"Licence granted for end use by a international organisation."
152051,137285,"Licence granted for repair, before being returned to the UK."
152052,137286,"Licence granted for End use by the Navy."
152060,137290,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152062,137292,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152063,137293,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152068,137298,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152069,137299,"Licence granted for sporting / hunting purposes. Personal end use."
152070,137300,"Licence granted for government end use."
152072,137302,"Licence granted for civilian / commercial end use."
152076,137304,"Licence granted for civilian / commercial end use."
152077,137305,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152078,137306,"Licence granted for government end use."
152086,137314,"Licence granted for armed forces end use."
152097,137325,"Licence granted for civilian / commercial end use."
152098,137326,"Licence granted for civilian / commercial end use."
152108,137336,"Licence granted for goods returned after repair in the UK. End use by the Air Force."
152109,137337,"Licence granted for armed forces end use."
152111,137339,"Licence granted for ultimate end use by the Nepalese Army and the Senegalese Air Force."
152113,137341,"Licence granted for explosive detection / disposal purposes. Government end use."
152114,137342,"Licence granted for civilian / commercial end use."
152120,137348,"Licence granted for civilian / commercial end use."
152125,137352,"Licence granted for academic research purposes. Civilian / commercial end use."
152126,137353,"Licence granted for civilian / commercial end use."
152127,137354,"Licence granted for End use by the Navy."
152129,137356,"Licence granted for civilian / commercial end use."
152131,137358,"Licence granted for civilian / commercial end use."
152137,137364,"Licence granted for civilian / commercial end use."
152141,137368,"Licence granted for civilian / commercial end use."
152142,137369,"Licence granted for civilian / commercial end use."
152144,137371,"Licence granted for academic research purposes. Academic end users."
152145,137372,"Licence granted for civilian / commercial end use."
152146,137373,"Licence granted for end use by the Air Force."
152149,137376,"Licence granted for explosive detection / disposal purposes. International Organisation end use."
152150,137377,"Licence granted for accessories / spare parts. Armed forces end use."
152156,137382,"Licence granted for end use by a law enforcement agency."
152157,137383,"Licence granted for training purposes. Government end use."
152159,137384,"Licence granted for civilian / commercial end use."
152160,137385,"Licence granted for civilian / commercial end use."
152160,137385,"Licence granted for end use by the Air Force."
152161,137386,"Licence granted for civilian / commercial end use."
152163,137388,"Licence granted for explosive detection / disposal purposes. Government end use."
152164,137389,"Licence granted for government end use."
152183,137407,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152184,137408,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152185,137409,"Licence granted for end use by the Air Force."
152196,137420,"Licence granted for government end use."
152199,137423,"Licence granted for armed forces end use."
152207,137430,"Licence granted for academic research purposes. Academic end users."
152208,137431,"Licence granted for academic research purposes. Academic end users."
152209,137432,"Licence granted for civilian / commercial end use."
152210,137432,"Licence granted for civilian / commercial end use."
152211,137432,"Licence granted for civilian / commercial end use."
152214,137435,"Licence granted for civilian / commercial end use."
152215,137436,"Licence granted for civilian / commercial end use."
152216,137437,"Licence granted for armed forces end use."
152217,137438,"Licence granted for civilian / commercial end use."
152219,137440,"Licence granted for armed forces end use."
152222,137443,"Licence granted for civilian / commercial end use."
152223,137444,"Licence granted for explosive detection / disposal purposes. Government end use."
152224,137444,"Licence granted for explosive detection / disposal purposes. Government end use."
152225,137444,"Licence granted for explosive detection / disposal purposes. Government end use."
152227,137446,"Licence granted for civilian / commercial end use."
152228,137447,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152238,137457,"Licence granted for humanitarian end use."
152239,137458,"Licence granted for civilian / commercial end use."
152241,137460,"Licence granted for sporting / hunting purposes. Personal end use."
152242,137461,"Licence granted for End use by the Navy."
152243,137462,"Licence granted for government end use."
152244,137463,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152245,137464,"Licence granted for civilian / commercial end use."
152246,137465,"Licence granted for armed forces end use."
152247,137466,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152248,137467,"Licence granted for civilian / commercial end use."
152249,137468,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152250,137469,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152251,137469,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152252,137469,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152256,137473,"Licence granted for civilian / commercial end use."
152258,137475,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152262,137479,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152265,137482,"Licence granted for civilian / commercial end use."
152268,137484,"Licence granted for government end use."
152269,137485,"Licence granted for civilian / commercial end use."
152270,137485,"Licence granted for civilian / commercial end use."
152271,137486,"Licence granted for civilian / commercial end use."
152272,137487,"Licence granted for civilian / commercial end use."
152289,137499,"Licence granted for civilian / commercial end use."
152291,137501,"Licence granted for civilian / commercial end use."
152292,137502,"Licence granted for armed forces end use."
152304,137506,"Licence granted for explosive detection / disposal purposes. Government end use."
152306,137508,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152307,137509,"Licence granted for civilian / commercial end use."
152308,137510,"Licence granted for civilian / commercial end use."
152316,137518,"Licence granted for civilian / commercial end use."
152318,137520,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152319,137521,"Licence granted for civilian / commercial end use."
152321,137523,"Licence granted for testing and evaluation purposes. Government end use."
152322,137524,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152323,137524,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152324,137524,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152329,137529,"Licence granted for demonstration to potential customers. Government end use."
152330,137530,"Licence granted for civilian / commercial end use."
152331,137531,"Licence granted for explosive detection / disposal purposes. Government end use."
152332,137532,"Licence granted for government end use."
152337,137537,"Licence granted for end use by the Air Force."
152340,137540,"Licence granted for accessories / spare parts. Civilian / commercial end use."
152347,137547,"Licence granted for civilian / commercial end use."
152349,137549,"Licence granted for government end use."
152351,137550,"Licence granted for End use by the Navy."
152356,137554,"Licence granted for civilian / commercial end use."
152359,137557,"Licence granted for explosive detection / disposal purposes. Humanitarian end use."
152363,137561,"Licence granted for civilian / commercial end use."
152366,137564,"Licence granted for civilian / commercial end use."
152367,137565,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152369,137567,"Licence granted for academic research purposes. Academic end users."
152376,137574,"Licence granted for civilian / commercial end use."
152379,137576,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152380,137577,"Licence granted for end use by the Air Force."
152381,137578,"Licence granted for civilian / commercial end use."
152381,137578,"Licence granted for end use by the Air Force."
152383,137580,"Licence granted for civilian / commercial end use."
152386,137583,"Licence granted for explosive detection / disposal purposes. Government end use."
152387,137584,"Licence granted for testing and evaluation purposes. Civilian / commercial end use."
152400,137597,"Licence granted for End use by the Navy."
152401,137598,"Licence granted for civilian / commercial end use."
152402,137599,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152408,137605,"Licence granted for civilian / commercial end use."
152416,137613,"Licence granted for end use by the Air Force."
152425,137622,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152426,137623,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152427,137624,"Licence granted for civilian / commercial end use."
152428,137625,"Licence granted for academic research purposes. Academic end users."
152446,137642,"Licence granted for training purposes. Government end use."
152450,137646,"Licence granted for testing and evaluation purposes. Armed forces end use."
152451,137647,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152454,137650,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152455,137651,"Licence granted for civilian / commercial end use."
152461,137656,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152462,137657,"Licence granted for civilian / commercial end use."
152469,137662,"Licence granted for end use by the Air Force."
152477,137669,"Licence granted for civilian / commercial end use."
152478,137670,"Licence granted for civilian / commercial end use."
152479,137671,"Licence granted for academic research purposes. Academic end users."
152480,137671,"Licence granted for academic research purposes. Academic end users."
152481,137672,"Licence granted for civilian / commercial end use."
152490,137680,"Licence granted for end use by a international organisation."
152500,137689,"Licence granted for government end use."
152501,137690,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152502,137691,"Licence granted for government end use."
152505,137694,"Licence granted for explosive detection / disposal purposes. Armed forces end use."
152510,137699,"Licence granted for armed forces end use."
152511,137700,"Licence granted for end use by the Air Force."
152512,137701,"Licence granted for training purposes. Government end use."
152517,137706,"Licence granted for civilian / commercial end use."
152521,137710,"Licence granted for civilian / commercial end use."
152522,137711,"Licence granted for civilian / commercial end use."
152523,137712,"Licence granted for civilian / commercial end use."
152524,137713,"Licence granted for end use by the Air Force."
152536,137724,"Licence granted for civilian / commercial end use."
152537,137725,"Licence granted for government end use."
152538,137725,"Licence granted for civilian / commercial end use."
152538,137725,"Licence granted for government end use."
152542,137729,"Licence granted for civilian / commercial end use."
152545,137731,"Licence granted for civilian / commercial end use."
152546,137732,"Licence granted for civilian / commercial end use."
152547,137733,"Licence granted for civilian / commercial end use."
152549,137735,"Licence granted for civilian / commercial end use."
152558,137742,"Licence granted for sporting / hunting purposes. Personal end use."
152559,137743,"Licence granted for civilian / commercial end use."
152561,137745,"Licence granted for civilian / commercial end use."
152563,137747,"Licence granted for civilian / commercial end use."
152564,137748,"Licence granted for civilian / commercial end use."
152568,137752,"Licence granted for civilian / commercial end use."
152571,137755,"Licence granted for armed forces end use."
152580,137764,"Licence granted for academic research purposes. Academic end users."
152582,137766,"Licence granted for accessories / spare parts. Government end use."
152588,137772,"Licence granted for end use by the Air Force."
152589,137773,"Licence granted for civilian / commercial end use."
152590,137774,"Licence granted for end use by the Air Force."
152594,137777,"Licence granted for testing and evaluation purposes. Law enforcement agency end use."
152598,137781,"Licence granted for civilian / commercial end use."
152599,137782,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152601,137784,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152602,137785,"Licence granted for civilian / commercial end use."
152603,137786,"Licence granted for civilian / commercial end use."
152605,137788,"Licence granted for protective equipment for crowd control use. Civilian / commercial end use."
152610,137793,"Licence granted for civilian / commercial end use."
152611,137794,"Licence granted for explosive detection / disposal purposes. Civilian / commercial end use."
152612,137795,"Licence granted for civilian / commercial end use."
152616,137799,"Licence granted for End use by the Navy."
152618,137801,"Licence granted for civilian / commercial end use."
152621,137804,"Licence granted for civilian / commercial end use."
152630,137813,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152631,137814,"Licence granted for civilian / commercial end use."
152634,137817,"Licence granted for anti-piracy operations. Civilian / commercial end use."
152645,137827,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152646,137828,"Licence granted for civilian / commercial end use."
152647,137829,"Licence granted for civilian / commercial end use."
152653,137835,"Licence granted for armed forces end use."
152658,137840,"Licence granted for civilian / commercial end use."
152659,137841,"Licence granted for civilian / commercial end use."
152660,137841,"Licence granted for civilian / commercial end use."
152661,137842,"Licence granted for civilian / commercial end use."
152663,137843,"Licence granted for civilian / commercial end use."
152664,137844,"Licence granted for academic research purposes. Academic end users."
152667,137847,"Licence granted for civilian / commercial end use."
152668,137848,"Licence granted for civilian / commercial end use."
152670,137850,"Licence granted for armed forces end use."
152673,137853,"Licence granted for civilian / commercial end use."
152682,137862,"Licence granted for civilian / commercial end use."
152683,137863,"Licence granted for civilian / commercial end use."
152687,137867,"Licence granted for training purposes. Civilian / commercial end use."
152688,137868,"Licence granted for government end use."
152689,137869,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152690,137870,"Licence granted for civilian / commercial end use."
152693,137873,"Licence granted for training purposes. Government end use."
152694,137874,"Licence granted for civilian / commercial end use."
152699,137879,"Licence granted for civilian / commercial end use."
152700,137880,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152707,137885,"Licence granted for sporting / hunting purposes. Personal end use."
152711,137887,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152714,137890,"Licence granted for civilian / commercial end use."
152715,137891,"Licence granted for civilian / commercial end use."
152716,137892,"Licence granted for civilian / commercial end use."
152718,137894,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152719,137895,"Licence granted for explosive detection / disposal purposes. Government end use."
152720,137895,"Licence granted for explosive detection / disposal purposes. Government end use."
152721,137895,"Licence granted for explosive detection / disposal purposes. Government end use."
152722,137895,"Licence granted for explosive detection / disposal purposes. Government end use."
152723,137895,"Licence granted for explosive detection / disposal purposes. Government end use."
152738,137902,"Licence granted for government end use."
152740,137902,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152741,137902,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152743,137903,"Licence granted for End use by the Navy."
152744,137904,"Licence granted for civilian / commercial end use."
152745,137905,"Licence granted for civilian / commercial end use."
152748,137908,"Licence granted for civilian / commercial end use."
152749,137909,"Licence granted for humanitarian end use."
152750,137910,"Licence granted for explosive detection / disposal purposes. Government end use."
152752,137912,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152753,137912,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152754,137913,"Licence granted for civilian / commercial end use."
152754,137913,"Licence granted for goods returned after repair in the UK. Government end use."
152756,137915,"Licence granted for testing and evaluation purposes. Civilian / commercial end use."
152759,137918,"Licence granted for End use by the Navy."
152761,137920,"Licence granted for end use by a law enforcement agency."
152764,137923,"Licence granted for civilian / commercial end use."
152768,137925,"Licence granted for end use by the Air Force."
152769,137926,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152770,137927,"Licence granted for civilian / commercial end use."
152771,137928,"Licence granted for civilian / commercial end use."
152772,137928,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152773,137928,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152776,137930,"Licence granted for End use by the Navy."
152791,137943,"Licence granted for civilian / commercial end use."
152803,137953,"Licence granted for civilian / commercial end use."
152804,137954,"Licence granted for civilian / commercial end use."
152805,137955,"Licence granted for academic end users."
152820,137968,"Licence granted for government end use."
152821,137969,"Licence granted for civilian / commercial end use."
152823,137971,"Licence granted for civilian / commercial end use."
152824,137972,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152825,137973,"Licence granted for civilian / commercial end use."
152835,137983,"Licence granted for explosive detection / disposal purposes. Civilian / commercial end use."
152838,137985,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152841,137988,"Licence granted for civilian / commercial end use."
152868,138010,"Licence granted for humanitarian end use."
152869,138011,"Licence granted for civilian / commercial end use."
152870,138012,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152871,138013,"Licence granted for civilian / commercial end use."
152872,138014,"Licence granted for civilian / commercial end use."
152873,138015,"Licence granted for academic research purposes. Academic end users."
152874,138015,"Licence granted for academic research purposes. Academic end users."
152875,138016,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152877,138018,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152886,138024,"Licence granted for explosive detection / disposal purposes. Civilian / commercial end use."
152888,138026,"Licence granted for End use by the Navy."
152889,138027,"Licence granted for end use by the Air Force."
152891,138029,"Licence granted for civilian / commercial end use."
152892,138030,"Licence granted for armed forces end use."
152893,138030,"Licence granted for armed forces end use."
152903,138040,"Licence granted for civilian / commercial end use."
152904,138041,"Licence granted for civilian / commercial end use."
152905,138042,"Licence granted for civilian / commercial end use."
152909,138046,"Licence granted for sporting / hunting purposes. Personal end use."
152910,138047,"Licence granted for civilian / commercial end use."
152911,138048,"Licence granted for civilian / commercial end use."
152921,138057,"Licence granted for demonstration to potential customers. Government end use."
152923,138059,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152924,138060,"Licence granted for civilian / commercial end use."
152928,138064,"Licence granted for end use by a law enforcement agency."
152938,138074,"Licence granted for end use by the Air Force."
152941,138077,"Licence granted for academic research purposes. Academic end users."
152942,138078,"Licence granted for civilian / commercial end use."
152943,138079,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152944,138080,"Licence granted for civilian / commercial end use."
152945,138081,"Licence granted for academic research purposes. Academic end users."
152946,138081,"Licence granted for academic research purposes. Academic end users."
152947,138082,"Licence granted for chemical manufacturing equipment. Civilian / commercial end use."
152948,138083,"Licence granted for explosive detection / disposal purposes. End use by the Navy."
152949,138084,"Licence granted for civilian / commercial end use."
152959,138091,"Licence granted for demonstration to potential customers. Civilian / commercial end use."
152963,138095,"Licence granted for civilian / commercial end use."
152965,138097,"Licence granted for civilian / commercial end use."
152966,138098,"Licence granted for civilian / commercial end use."
152967,138098,"Licence granted for civilian / commercial end use."
